Classes: 0 - above 24 ppm	1 - in between	2 - under 2.4 ppm	
Correct Predictions: 48/93
Class 0 - Predicted: 31/31
Class 1 - Predicted: 0/31
Class 2 - Predicted: 17/31
Confident predictions (confidence over 90%): 0
Predictions with confidence under 50%: 26
Class	Prediction	Confidence
  2  	    2     	  0.443   
  0  	    0     	  0.699   
  0  	    0     	  0.707   
  0  	    0     	  0.709   
  1  	    0     	  0.695   
  0  	    0     	  0.713   
  2  	    0     	  0.449   
  2  	    2     	  0.494   
  0  	    0     	  0.669   
  1  	    0     	  0.493   
  1  	    0     	  0.682   
  2  	    0     	  0.535   
  2  	    2     	  0.492   
  0  	    0     	  0.710   
  2  	    2     	  0.499   
  2  	    2     	  0.498   
  1  	    0     	  0.649   
  1  	    0     	  0.680   
  2  	    0     	  0.665   
  2  	    0     	  0.644   
  2  	    0     	  0.450   
  1  	    0     	  0.453   
  2  	    2     	  0.413   
  1  	    0     	  0.673   
  0  	    0     	  0.694   
  0  	    0     	  0.698   
  2  	    0     	  0.512   
  0  	    0     	  0.700   
  1  	    0     	  0.663   
  2  	    0     	  0.672   
  2  	    2     	  0.462   
  0  	    0     	  0.710   
  0  	    0     	  0.674   
  2  	    0     	  0.643   
  1  	    0     	  0.674   
  1  	    0     	  0.678   
  0  	    0     	  0.719   
  1  	    0     	  0.697   
  0  	    0     	  0.691   
  1  	    0     	  0.634   
  1  	    0     	  0.651   
  2  	    2     	  0.547   
  0  	    0     	  0.702   
  2  	    2     	  0.414   
  0  	    0     	  0.699   
  0  	    0     	  0.685   
  1  	    0     	  0.698   
  2  	    2     	  0.452   
  1  	    0     	  0.692   
  2  	    2     	  0.437   
  0  	    0     	  0.719   
  1  	    0     	  0.627   
  2  	    2     	  0.417   
  1  	    0     	  0.690   
  1  	    0     	  0.656   
  0  	    0     	  0.710   
  0  	    0     	  0.712   
  1  	    0     	  0.693   
  1  	    0     	  0.680   
  1  	    0     	  0.675   
  1  	    0     	  0.673   
  0  	    0     	  0.702   
  2  	    2     	  0.466   
  2  	    2     	  0.480   
  2  	    0     	  0.568   
  2  	    2     	  0.429   
  1  	    0     	  0.681   
  2  	    0     	  0.600   
  0  	    0     	  0.717   
  2  	    0     	  0.450   
  1  	    0     	  0.700   
  0  	    0     	  0.715   
  2  	    2     	  0.453   
  0  	    0     	  0.702   
  0  	    0     	  0.701   
  1  	    0     	  0.636   
  0  	    0     	  0.708   
  0  	    0     	  0.697   
  1  	    0     	  0.669   
  2  	    0     	  0.615   
  1  	    0     	  0.686   
  0  	    0     	  0.706   
  1  	    0     	  0.678   
  2  	    2     	  0.573   
  2  	    0     	  0.663   
  1  	    0     	  0.683   
  0  	    0     	  0.718   
  1  	    0     	  0.675   
  1  	    0     	  0.651   
  0  	    0     	  0.703   
  0  	    0     	  0.700   
  0  	    0     	  0.709   
  2  	    0     	  0.664   
